Serial-No,Period,Age-group,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,Airtime-Data-bundles
4724,20/04/2021,Millennials,Middle Income,Same,Same,Same
4725,20/04/2021,Millennials,Middle Income,Same,More,Same
4726,20/04/2021,Baby Boomers,Middle Income,Same,Same,More
4727,20/04/2021,Millennials,Low Income,Same,Same,Same
4728,20/04/2021,Baby Boomers,High Income,Same,Same,More
4729,20/04/2021,Millennials,Low Income,Same,Same,Same
4730,20/04/2021,Baby Boomers,Middle Income,Same,Same,More
4731,20/04/2021,Millennials,Low Income,Same,Same,Same
4732,20/04/2021,Baby Boomers,Middle Income,Same,More,More
4733,20/04/2021,Millennials,Low Income,Same,Same,Same
4734,20/04/2021,Gen X,Middle Income,More,More,Same
4735,20/04/2021,Millennials,Low Income,Don't Know or Don't Buy,Don't Know or Don't Buy,Same
4736,20/04/2021,Baby Boomers,Low Income,More,More,More
4737,20/04/2021,Gen Z,Low Income,More,More,More
4738,20/04/2021,Millennials,Low Income,Same,More,Same
4739,20/04/2021,Millennials,Low Income,Less,Same,Don't Know or Don't Buy
4740,20/04/2021,Millennials,Low Income,Less,Same,Same
4741,20/04/2021,Gen X,Low Income,More,More,More
4742,20/04/2021,Millennials,Low Income,Same,Same,Less
4743,20/04/2021,Gen X,Low Income,Same,Same,Same
4744,20/04/2021,Millennials,Low Income,Less,Less,Less
4745,20/04/2021,Gen X,Low Income,Less,Less,Less
4746,20/04/2021,Millennials,Low Income,Same,Same,More
4747,20/04/2021,Gen Z,Low Income,Less,Less,Less
4748,20/04/2021,Millennials,Middle Income,Same,Same,Same
4749,20/04/2021,Millennials,Middle Income,Less,Same,Same
4750,20/04/2021,Gen X,Middle Income,Same,More,More
4751,20/04/2021,Millennials,Middle Income,More,More,More
4752,20/04/2021,Millennials,Middle Income,More,Same,More
4753,20/04/2021,Millennials,Low Income,More,Same,Don't Know or Don't Buy
4754,20/04/2021,Millennials,Middle Income,Same,Same,More
4755,20/04/2021,Gen Z,Low Income,More,More,Same
4756,20/04/2021,Millennials,Low Income,Less,Less,Same
4757,20/04/2021,Gen X,Middle Income,Same,More,More
4758,20/04/2021,Millennials,Middle Income,More,More,More
4759,20/04/2021,Millennials,Middle Income,More,More,Less
4760,20/04/2021,Gen X,Middle Income,Same,Same,Same
4761,20/04/2021,Gen X,Middle Income,Same,Same,Less
4762,20/04/2021,Millennials,High Income,More,More,More
4763,20/04/2021,Millennials,Middle Income,Same,Same,Same
4764,20/04/2021,Baby Boomers,Middle Income,Same,Same,Same
4765,20/04/2021,Gen Z,Middle Income,Same,Same,Same
4766,20/04/2021,Millennials,Middle Income,Same,Same,Less
4767,20/04/2021,Gen X,Middle Income,Same,Same,Same
4768,20/04/2021,Millennials,Middle Income,Same,Same,Same
4769,20/04/2021,Gen X,Middle Income,Same,Same,Same
4770,20/04/2021,Millennials,Middle Income,Same,More,Less
4771,20/04/2021,Gen X,Middle Income,More,More,More
4772,20/04/2021,Gen X,Middle Income,Don't Know or Don't Buy,More,Less
4773,20/04/2021,Gen Z,Low Income,Same,Same,Same
4774,20/04/2021,Millennials,Low Income,Less,Same,More
4775,20/04/2021,Gen X,Middle Income,Same,More,More
4776,20/04/2021,Millennials,Low Income,Less,Same,Less
4777,20/04/2021,Millennials,Low Income,Less,Same,Don't Know or Don't Buy
4778,20/04/2021,Gen X,Low Income,Less,Same,More
4779,20/04/2021,Millennials,Low Income,Same,Less,More
4780,20/04/2021,Millennials,Low Income,Less,Same,Same
4781,20/04/2021,Millennials,Middle Income,More,More,Same
4782,20/04/2021,Millennials,Middle Income,More,More,Same
4783,20/04/2021,Millennials,Middle Income,More,Same,Same
4784,20/04/2021,Millennials,Middle Income,More,Same,More
4785,20/04/2021,Millennials,Middle Income,More,Same,More
4786,20/04/2021,Millennials,Middle Income,More,Same,More
4787,20/04/2021,Gen Z,Middle Income,More,Same,Same
4788,20/04/2021,Millennials,Middle Income,Same,More,More
4789,20/04/2021,Gen Z,Middle Income,More,Same,Same
4790,20/04/2021,Millennials,Middle Income,More,Same,Same
4791,20/04/2021,Millennials,Middle Income,More,Same,More
4792,20/04/2021,Millennials,Middle Income,More,Same,More
4793,20/04/2021,Millennials,Middle Income,Same,More,More
4794,20/04/2021,Millennials,Low Income,Same,Same,Same
4795,20/04/2021,Millennials,Middle Income,More,Same,More
4796,20/04/2021,Millennials,Middle Income,Same,Same,Same
4797,20/04/2021,Millennials,Low Income,More,Same,Same
4798,20/04/2021,Millennials,Low Income,More,Same,Same
4799,20/04/2021,Millennials,Middle Income,Same,Same,Same
4800,20/04/2021,Millennials,Middle Income,Same,Same,Same
4801,20/04/2021,Millennials,Middle Income,Same,Same,Same
4802,20/04/2021,Millennials,Low Income,More,Same,Same
4803,20/04/2021,Millennials,Middle Income,More,More,Same
4804,20/04/2021,Gen X,Low Income,More,Same,Same
4805,20/04/2021,Millennials,High Income,Same,Same,Same
4806,20/04/2021,Millennials,Middle Income,Same,More,Same
4807,20/04/2021,Millennials,Middle Income,More,More,Same
4808,20/04/2021,Millennials,Middle Income,Same,Same,Same
4809,20/04/2021,Millennials,Middle Income,More,More,Same
4810,20/04/2021,Gen Z,Middle Income,More,More,Less
4811,20/04/2021,Gen X,Low Income,More,More,Less
4812,20/04/2021,Millennials,Low Income,More,More,Less
4813,20/04/2021,Millennials,Middle Income,More,More,Less
4814,20/04/2021,Millennials,Middle Income,Same,More,Same
4815,20/04/2021,Millennials,Middle Income,More,More,Less
4816,20/04/2021,Millennials,Middle Income,Same,More,Less
4817,20/04/2021,Millennials,Low Income,More,More,Less
4818,20/04/2021,Millennials,Low Income,More,More,Less
4819,20/04/2021,Millennials,Middle Income,Same,Same,Less
4820,20/04/2021,Millennials,Low Income,More,More,Less
4821,20/04/2021,Gen X,Middle Income,More,More,Less
4822,20/04/2021,Baby Boomers,Middle Income,More,More,Less
4823,20/04/2021,Millennials,Middle Income,More,More,Same
4824,20/04/2021,Millennials,Low Income,More,More,Less
4825,20/04/2021,Millennials,Middle Income,More,More,Less
4826,20/04/2021,Baby Boomers,Middle Income,Same,Same,Same
4827,20/04/2021,Gen X,Middle Income,Same,Same,Same
4828,20/04/2021,Gen X,Middle Income,Same,Same,More
4829,20/04/2021,Gen X,Low Income,Same,Same,More
4830,20/04/2021,Gen X,Low Income,Same,Same,More
4831,20/04/2021,Gen X,Low Income,Same,Same,Same
4832,20/04/2021,Gen X,Middle Income,Same,Same,Same
4833,20/04/2021,Gen X,Low Income,Same,Same,Same
4834,20/04/2021,Gen X,Middle Income,Same,Same,More
4835,20/04/2021,Gen X,Middle Income,More,More,More
4836,20/04/2021,Gen Z,Low Income,More,More,Same
4837,20/04/2021,Baby Boomers,Low Income,Less,Less,Same
4838,20/04/2021,Millennials,Low Income,Less,Less,Same
4839,20/04/2021,Gen X,Low Income,More,More,More
4840,20/04/2021,Baby Boomers,Middle Income,More,More,Don't Know or Don't Buy
4841,20/04/2021,Baby Boomers,High Income,More,More,More
4842,20/04/2021,Baby Boomers,Middle Income,More,More,More
4843,20/04/2021,Millennials,Low Income,Same,Same,Same
4844,20/04/2021,Gen X,Middle Income,Same,Same,Same
4845,20/04/2021,Gen X,Middle Income,Same,Same,Same
4846,20/04/2021,Gen X,Middle Income,More,More,More
4847,20/04/2021,Gen X,Middle Income,More,More,Same
4848,20/04/2021,Baby Boomers,High Income,More,More,More
4849,20/04/2021,Millennials,Low Income,Same,Same,Same
4850,20/04/2021,Gen X,Low Income,Same,Same,More
4851,20/04/2021,Millennials,Low Income,Less,Same,Less
4852,20/04/2021,Gen Z,Low Income,Less,Same,Less
4853,20/04/2021,Gen Z,Low Income,Less,Same,Don't Know or Don't Buy
4854,20/04/2021,Millennials,Low Income,Less,Same,Same
4855,20/04/2021,Millennials,Low Income,Same,More,More
4856,20/04/2021,Millennials,Low Income,Less,Less,More
4857,20/04/2021,Millennials,Low Income,Less,Same,More
4858,20/04/2021,Gen Z,Middle Income,Less,Same,More
4859,20/04/2021,Millennials,Low Income,Less,Same,Same
4860,20/04/2021,Gen X,Middle Income,Less,Same,More
4861,20/04/2021,Gen X,Low Income,Less,Same,Don't Know or Don't Buy
4862,20/04/2021,Gen Z,Low Income,Less,Same,Same
4863,20/04/2021,Millennials,Low Income,Less,Same,Same
4864,20/04/2021,Gen X,Low Income,Less,Same,More
4865,20/04/2021,Millennials,Low Income,Less,Same,Same
4866,20/04/2021,Millennials,Low Income,Same,Same,Same
4867,20/04/2021,Gen Z,Low Income,More,More,More
4868,20/04/2021,Gen Z,Low Income,More,More,More
4869,20/04/2021,Millennials,Low Income,Less,Less,Less
4870,20/04/2021,Millennials,Low Income,Same,Same,Same
4871,20/04/2021,Millennials,Low Income,More,More,More
4872,20/04/2021,Millennials,Low Income,Same,Same,Same
4873,20/04/2021,Gen X,Middle Income,More,Same,More
4874,20/04/2021,Millennials,Low Income,Same,Same,Same
4875,20/04/2021,Millennials,Low Income,Same,More,Same
4876,20/04/2021,Millennials,Low Income,Same,More,More
4877,20/04/2021,Millennials,Low Income,Less,Same,More
4878,20/04/2021,Millennials,Low Income,Same,Same,Same
4879,20/04/2021,Millennials,Low Income,Less,Same,Same
4880,20/04/2021,Millennials,Low Income,Same,Same,More
4881,20/04/2021,Millennials,Low Income,Less,Same,More
4882,20/04/2021,Gen X,Middle Income,Less,Same,Don't Know or Don't Buy
4883,20/04/2021,Millennials,Low Income,Less,Same,More
4884,20/04/2021,Millennials,Middle Income,Less,Same,Less
4885,20/04/2021,Millennials,Middle Income,Less,Same,More
4886,20/04/2021,Millennials,Low Income,Same,More,More
4887,20/04/2021,Millennials,Middle Income,Same,More,Same
4888,20/04/2021,Millennials,Low Income,Less,Same,Same
4889,20/04/2021,Millennials,Middle Income,Same,Same,More
4890,20/04/2021,Baby Boomers,Low Income,Same,More,Same
4891,20/04/2021,Baby Boomers,Middle Income,Same,More,Don't Know or Don't Buy
4892,20/04/2021,Baby Boomers,Low Income,Same,More,Same
4893,20/04/2021,Baby Boomers,Middle Income,Less,More,Same
4894,20/04/2021,Baby Boomers,Middle Income,Don't Know or Don't Buy,Same,Don't Know or Don't Buy
4895,20/04/2021,Baby Boomers,High Income,Same,More,Less
4896,20/04/2021,Baby Boomers,Middle Income,Don't Know or Don't Buy,More,More
4897,20/04/2021,Baby Boomers,Middle Income,Less,More,Less
4898,20/04/2021,Baby Boomers,Middle Income,Same,Don't Know or Don't Buy,Don't Know or Don't Buy
4899,20/04/2021,Millennials,Low Income,Same,Same,Same
4900,20/04/2021,Gen X,Low Income,Same,Same,Same
4901,20/04/2021,Gen Z,Low Income,Same,Same,Same
4902,20/04/2021,Gen Z,Low Income,Same,Same,Same
4903,20/04/2021,Gen Z,Low Income,Same,More,Same
4904,20/04/2021,Gen Z,Low Income,Less,Less,Same
4905,20/04/2021,Gen Z,Low Income,Less,Less,Same
4906,20/04/2021,Millennials,Low Income,Less,Same,Same
4907,20/04/2021,Millennials,Low Income,Less,Less,Same
4908,20/04/2021,Millennials,Low Income,Same,Same,Same
4909,20/04/2021,Gen Z,Low Income,Same,Same,Same
4910,20/04/2021,Millennials,Low Income,Same,Same,Same
4911,20/04/2021,Millennials,Low Income,Same,Same,Less
4912,20/04/2021,Millennials,Low Income,Same,Same,Same
4913,20/04/2021,Gen Z,Low Income,Same,Same,Same
4914,20/04/2021,Millennials,Low Income,Same,Same,Less
4915,20/04/2021,Millennials,Middle Income,Same,Same,Same
4916,20/04/2021,Millennials,Low Income,Same,Same,Same
4917,20/04/2021,Gen Z,Low Income,Same,Same,Less
4918,20/04/2021,Millennials,Middle Income,Same,Same,Same
4919,20/04/2021,Millennials,Middle Income,Same,Same,Same
4920,20/04/2021,Gen Z,Low Income,Same,Same,Same
4921,20/04/2021,Millennials,Middle Income,More,More,More
4922,20/04/2021,Millennials,Low Income,Same,Same,Same
4923,20/04/2021,Millennials,Low Income,More,More,More
4924,20/04/2021,Millennials,Low Income,Same,Same,Same
4925,20/04/2021,Millennials,Low Income,More,More,More
4926,20/04/2021,Millennials,Middle Income,Less,Less,More
4927,20/04/2021,Millennials,Middle Income,More,More,More
4928,20/04/2021,Gen Z,Low Income,Same,Same,Same
4929,20/04/2021,Millennials,Low Income,More,More,Same
4930,20/04/2021,Gen Z,Low Income,Same,Same,Same
4931,20/04/2021,Millennials,Low Income,More,More,More
4932,20/04/2021,Millennials,Low Income,Less,Less,More
4933,20/04/2021,Millennials,Low Income,More,More,More
4934,20/04/2021,Gen X,Low Income,Same,Same,Same
4935,20/04/2021,Millennials,Middle Income,Same,Same,Same
4936,20/04/2021,Millennials,Low Income,Same,Same,Same
4937,20/04/2021,Millennials,Middle Income,Same,Same,Same
4938,20/04/2021,Baby Boomers,Middle Income,Same,Same,Less
4939,20/04/2021,Millennials,Middle Income,Same,Same,Same
4940,20/04/2021,Gen X,Middle Income,Same,Same,Same
4941,20/04/2021,Gen X,Middle Income,Same,Same,Same
4942,20/04/2021,Baby Boomers,Low Income,Same,Same,Less
4943,20/04/2021,Gen X,Middle Income,Same,Same,Same
4944,20/04/2021,Millennials,Low Income,Same,Same,More
4945,20/04/2021,Millennials,Low Income,Same,More,Same
4946,20/04/2021,Millennials,Middle Income,More,Same,Same
4947,20/04/2021,Gen X,Low Income,Don't Know or Don't Buy,Same,Same
4948,20/04/2021,Gen X,Low Income,More,Same,More
4949,20/04/2021,Millennials,Middle Income,Same,Less,Same
4950,20/04/2021,Millennials,Middle Income,More,Same,Same
4951,20/04/2021,Millennials,Middle Income,Same,More,Same
4952,20/04/2021,Millennials,Low Income,Less,Less,Same
4953,20/04/2021,Millennials,Low Income,More,More,More
4954,20/04/2021,Gen X,Middle Income,More,Same,More
4955,20/04/2021,Millennials,Low Income,Same,Same,Same
4956,20/04/2021,Millennials,Middle Income,Same,More,Same
4957,20/04/2021,Millennials,Middle Income,More,Same,Don't Know or Don't Buy
4958,20/04/2021,Gen X,Middle Income,Don't Know or Don't Buy,More,More
4959,20/04/2021,Gen Z,Middle Income,More,More,Same
4960,20/04/2021,Baby Boomers,High Income,More,More,Same
4961,20/04/2021,Millennials,High Income,More,More,More
4962,20/04/2021,Millennials,Middle Income,More,Same,Less
4963,20/04/2021,Gen X,Middle Income,More,Same,Same
4964,20/04/2021,Baby Boomers,High Income,More,Same,More
4965,20/04/2021,Gen X,High Income,More,Same,More
4966,20/04/2021,Baby Boomers,Middle Income,More,More,More
4967,20/04/2021,Gen X,Middle Income,More,Same,Same
4968,20/04/2021,Gen X,Middle Income,More,Same,Same
4969,20/04/2021,Millennials,Middle Income,More,Same,Same
4970,20/04/2021,Gen Z,Middle Income,More,More,Less
4971,20/04/2021,Gen Z,Low Income,Same,Same,Same
4972,20/04/2021,Millennials,Middle Income,More,Same,Same
4973,20/04/2021,Millennials,Middle Income,More,More,Same
4974,20/04/2021,Millennials,Middle Income,More,More,Same
4975,20/04/2021,Millennials,Middle Income,More,More,Less
4976,20/04/2021,Millennials,Middle Income,More,More,Same
4977,20/04/2021,Millennials,Middle Income,Same,More,Less
4978,20/04/2021,Millennials,Middle Income,More,Less,Same
4979,20/04/2021,Gen X,Middle Income,More,Same,Same
4980,20/04/2021,Millennials,Middle Income,Same,Same,Less
4981,20/04/2021,Gen X,Low Income,Same,More,Less
4982,20/04/2021,Millennials,Middle Income,More,More,Same
4983,20/04/2021,Millennials,Middle Income,Same,Same,Same
4984,20/04/2021,Gen Z,Low Income,Same,Same,Same
4985,20/04/2021,Baby Boomers,Middle Income,Same,Same,Same
4986,20/04/2021,Baby Boomers,Middle Income,Same,Same,Same
4987,20/04/2021,Millennials,Middle Income,Same,More,Same
4988,20/04/2021,Millennials,Middle Income,Same,Same,Same
4989,20/04/2021,Millennials,Middle Income,Same,Same,Same
4990,20/04/2021,Millennials,Middle Income,Same,Same,Same
4991,20/04/2021,Millennials,Middle Income,Same,Same,Same
4992,20/04/2021,Millennials,Middle Income,Same,Same,Same
4993,20/04/2021,Gen Z,Middle Income,Same,Same,Same
4994,20/04/2021,Millennials,Middle Income,Same,Same,Same
4995,20/04/2021,Millennials,Middle Income,Same,Same,Same
4996,20/04/2021,Baby Boomers,Middle Income,Same,Same,Same
4997,20/04/2021,Millennials,Middle Income,Same,Same,Same
4998,20/04/2021,Millennials,Middle Income,Same,Same,Same
4999,20/04/2021,Gen X,Low Income,More,More,Same
5000,20/04/2021,Gen X,Low Income,More,More,More
5001,20/04/2021,Baby Boomers,Low Income,More,More,More
5002,20/04/2021,Gen X,Low Income,More,More,More
5003,20/04/2021,Gen X,Low Income,More,More,More
5004,20/04/2021,Gen X,Low Income,More,More,More
5005,20/04/2021,Baby Boomers,High Income,More,More,More
5006,20/04/2021,Gen X,Low Income,More,More,Same
5007,20/04/2021,Baby Boomers,Middle Income,Same,More,More
5008,20/04/2021,Millennials,Low Income,More,More,More
5009,20/04/2021,Millennials,Low Income,More,More,More
5010,20/04/2021,Gen Z,Middle Income,More,More,Less
5011,20/04/2021,Gen X,Low Income,More,More,More
5012,20/04/2021,Baby Boomers,Middle Income,More,More,More
5013,20/04/2021,Millennials,Low Income,More,More,More
5014,20/04/2021,Millennials,Middle Income,More,More,Less
5015,20/04/2021,Gen X,Middle Income,Same,Same,Same
5016,20/04/2021,Gen X,Middle Income,Same,Same,Same
5017,20/04/2021,Millennials,Low Income,Less,Less,Same
5018,20/04/2021,Millennials,Middle Income,Less,Less,Less
5019,20/04/2021,Millennials,Middle Income,Same,Same,Same
5020,20/04/2021,Gen X,Middle Income,More,More,Same
5021,20/04/2021,Millennials,Middle Income,Same,Same,Same
5022,20/04/2021,Baby Boomers,Middle Income,Same,Same,Same
5023,20/04/2021,Gen X,Middle Income,More,More,Same
5024,20/04/2021,Millennials,Middle Income,More,More,More
5025,20/04/2021,Gen X,Middle Income,Same,Same,Same
5026,20/04/2021,Millennials,Low Income,More,More,More
5027,20/04/2021,Gen Z,Low Income,More,More,More
5028,20/04/2021,Millennials,Middle Income,More,More,More
5029,20/04/2021,Gen Z,Middle Income,More,More,More
5030,20/04/2021,Baby Boomers,Middle Income,Same,More,More
5031,20/04/2021,Gen X,Middle Income,Same,Same,Same
5032,20/04/2021,Baby Boomers,High Income,More,More,More
5033,20/04/2021,Gen Z,Low Income,Same,Same,Same
5034,20/04/2021,Millennials,Middle Income,More,More,Same
5035,20/04/2021,Millennials,Middle Income,Less,Same,Same
5036,20/04/2021,Millennials,Middle Income,Same,Same,Less
5037,20/04/2021,Millennials,Middle Income,Same,Same,More
5038,20/04/2021,Gen X,Middle Income,Same,Same,Same
5039,20/04/2021,Millennials,Middle Income,Same,Less,Same
5040,20/04/2021,Millennials,Middle Income,Same,Same,More
5041,20/04/2021,Millennials,Middle Income,Same,Less,Same
5042,20/04/2021,Millennials,Middle Income,Same,Less,Same
5043,20/04/2021,Millennials,Middle Income,Same,Same,Same
5044,20/04/2021,Millennials,Middle Income,More,More,More
5045,20/04/2021,Millennials,Middle Income,Less,Same,Same
5046,20/04/2021,Millennials,Middle Income,Same,Less,More
5047,20/04/2021,Millennials,Middle Income,Same,Less,Less
5048,20/04/2021,Millennials,Middle Income,Same,Less,More
5049,20/12/2020,Millennials,Middle Income,More,Same,More
5050,20/12/2020,Gen Z,Low Income,Same,Same,Same
5051,20/12/2020,Millennials,Low Income,Less,Less,Same
5052,20/12/2020,Millennials,Low Income,Same,Same,Same
5053,20/12/2020,Gen Z,Low Income,Same,Same,Same
5054,20/12/2020,Millennials,Low Income,Less,Less,More
5055,20/12/2020,Millennials,Low Income,Same,Same,Same
5056,20/12/2020,Millennials,Middle Income,Less,Same,Same
